Case Index ,Core Terms
Case 1     ,"contests, Baseball, boxing, promoters, championship, commerce, rights, exhibition, television, motion picture,
            exemption, sport, interstate, negotiate, boxers, radio, heavyweight, broadcast, bout, anti trust law, Sherman Act,
            Sherman Law, allegations, enterprises, arrange, fight, radio and television, exclusive right, sale of tickets, stare
            decisis"
Case 2     ,"championship, boxing, contests, decree, promotion, Square, divestiture, conspiracy, stock, antitrust, Stadium,
            arenas, fights, staged, dissolution, professional boxing, Sherman Act, broadcasting, monopoly, rights, lease, trial
            court, trusteeship, provisions, television, effective, five-year, commerce, contracts, ownership"
Case 3     ,"license, station, antitrust, anti trust law, radio, broadcasters, Communications, proceedings, sentence, regulatory
            scheme, rates, violations, monopoly, public interest, television, carriers, revoked, federal court, affiliation,
            conspiracy, questions, decree, repeal"
Case 4     ,"carrier, stock, acquisition, railroads, public interest, Commerce, intervened, anti trust law, transportation, Clayton
            Act, employees, relieved, acquire, per share, authorization, policies, approve, conditions, subsidiary, contracts,
            traffic, terms"
Case 5     ,"retailers, wholesalers, Sherman Act, prices, products, announced, customers, resale price, manufacturer,
            adherence, advertising, conspiracy, observe, selling, minimum retail price, concerted action, contracts, seller,
            cooperation, cases, retail price, acquiescence, combinations, contractual arrangement, cutoff, indictment, unilateral,
            antitrust, discount, suppress"
Case 6     ,"cooperative, Sherman Act, agricultural, milk, Clayton Act, Dairy, producers, Capper-Volstead Act, acquisition, anti
            trust law, dealers, exempt, charges, farmers, monopolization, practices, restraint of trade, associations, provisions,
            violations, contracts, monopoly"
Case 7     ,"provisions, carriers, hired"
Case 8     ,"divestiture, decree, stock, acquisition, stockholders, shares, effective, provisions, antitrust, Courts, percent, voting,
            cases, shareholders, monopoly, parties, violations, fashioned, public interest, Clayton Act, monopolization,
            conspiracy, commerce, framing, anti trust law, pass through, Sherman Act, injunction, ownership, officers and
            directors"
Case 9     ,"antitrust, merger, antitrust suit, Clayton Act, proceedings, anti trust law, acquisition, courts, stock, natural gas,
            consummated, public convenience, interlocutory, immunity, restrain, approve, matters, unscrambling, entrusted,
            lessening, temporary, hearings"
Case 10    ,"films, license, package, Station, decree, patent, Pictures, block, television station, block booking, tying
            arrangement, distributors, contracts, Artists, negotiations, television, monopoly, booked, economic power, tying
            product, feature film, Differentials, conditioning, cases, tied product, Sherman Act, modification, products, anti trust
            law, judgments"
Case 11    ,"distributors, dealers, territorial, trucks, customers, restrictions, manufacturer, contracts, sales, summary judgment,
            competitors, price-fixing, limitations, compete, territorial limits, anti trust law, Sherman Act, horizontal, purchasing,
            accessories, practices, vertical, markets, selling, fleet, political subdivision, prices, per se violation, discounts,
            franchise"
Case 12    ,"merger, banks, acquisitions, Clayton Act, stock, concentration, bank merger, agencies, consolidation, effects,
            regulation, anti trust law, national bank, insured, Sherman Act, commerce, commercial bank, largest, proposed
            merger, anticompetitive, antitrust, deposits, loophole, loans, Currency, factors, merge, banking industry, legislative
            history, four-county"
Case 13    ,"consolidation, banking, Sherman Act, deposits, cases, commerce, Steel, factors, loans, interstate, mergers,
            competitors, constitutes, elimination, antitrust, bigness, merging, commercial bank, relevant market, probable,
            compete, traffic, dollar, volume"
Case 14    ,"merger, glass container, glass, metal, containers, commerce, metal container, products, lines, interindustry,
            manufacturers, producer, combined, effects, sales, beer, baby food, anticompetitive, acquisition, largest, shipped,
            bottle, packaging, customer, probable, billion, food, soft drink, compete, markets"
Case 15    ,"substantial interest, railroad, interlocking, common carrier, dealings, bidding"
Case 16    ,"concert, artist, decree, consent decree, resale price, modification, contract provision, Sherman Act, audience,
            modified, margin"
Case 17    ,"proceedings, Insulation, decree, products, Wires, antitrust, manufacture, electrical, limitations, tolled, suits,
            legislative history, tolling provision, tolling statute, Clayton Act, statute of limitations, distributors, prima facie
            evidence, private litigant, anti trust law, final judgment, acquisition, conspiracy, suspend, criminal prosecution,
            criminal proceeding, instituted, violations, benefits, hearings"
Case 18    ,"brand, label, grade, premium, products, milk, customers, consumer, Robinson-Patman Act, differential, seller,
            chemical, advertised, retail, cases, competitor, purchasers, prices, price discrimination, tires, high prices,
            discriminatory, marketplace, preferences, selling"
Case 19    ,"dealers, discounters, associations, conspiracy, sales, franchised, Sherman Act, customer, collaborative, unilateral,
            promise, prices, manufacturer, price competition, establishments, repurchase, antitrust, retailing, referral, concert,
            outlets"
Case 20    ,"merger, chains, Markets, concentration, Food, competitors, acquisitions, grocery, firms, Shopping, retail, largest,
            sales, single-store, top, market share, horizontal, Giant, lessen competition, grocery store, Clayton Act, combined,
            market-extension, monopoly, chain store, incipiency, arresting, smaller, legislative history, large number"
Case 21    ,"shoes, unfair, franchise, dealers, retail, customers, franchise agreement, practices, declare, Federal Trade
            Commission Act, competitors, lines"
Case 22    ,"court of appeals, merger, Writs, district court, injunction, proceedings, cases, preliminary injunction, enjoin, Clayton
            Act, appellate jurisdiction, preliminary relief, courts, acquisition, temporary, merits, orders, consummation,
            restraining, appeals, parties, administrative agency, appellate court, antitrust, decisions, vested, staff, authorization,
            vertical, milk"
Case 23    ,"stock, public interest, railroads, carrier, Clayton Act, anticompetitive, shares, acquisition, issuance, antitrust,
            transport, consolidations, approving, district court, defer, stockholders, acquire, circumstances, deferral, controlling
            issue, additional share, questions, immunity, effects, merger, lawful object, authorize, ownership, proposed
            transaction, anti trust law"
Case 24    ,"rates, anti trust law, Stock, Securities Exchange Act, shares"
Case 25    ,"merger, district court, banks, convenience, public interest, bank merger, antitrust, Clayton Act, merging,
            anticompetitive, factors, largest, lessen competition, outweighed, benefits, consummated, managerial, weighing,
            courts, loans, Sherman Act, recruiting, appraised, deposits, effects, judging, lending"
Case 26    ,"pari delicto, antitrust, damages, provisions, dealers, anti trust law, mufflers, franchise, terms, manufacturer,
            participated, cases, illegal scheme, treble damages, resale price, conspiracy, violations, parties, fault, franchise
            agreement, Sherman Act, restrictions, franchisees, territorial, selling, prices, deter, source of a supply, public
            interest, anticompetitive"
Case 27    ,"leasing, machines, manufacturer, shoe, damages, monopolization, decree, overcharge, buyer, cases, competitors,
            shoe machinery, monopoly power, Sherman Act, profits, antitrust, customers, machinery, practices, anti trust law,
            violations, factories, bought, taxes, prima facie evidence, Clayton Act, treble-damage, predatory, charges, effects"
Case 28    ,"patent, pool, license, royalty, licensee, patentee, Radio, district court, injunction, products, manufacture, Automatic,
            patent misuse, monopoly, infringement, merchandise, parties, damages, anti trust law, injunctive relief, trial court,
            conditioning, invention, percentage-of-sales, distributors, conspiracy, royalty payment, importation, provisions,
            insisted"
Case 29    ,"damages, defenses, limitations, conspiracy, tolling, pool, statute of limitations, parties, reopen, trial judge, merits,
            waived, markets, counterclaim, patent, cause of action, district court, trial court, four year, conspiratorial,
            coconspirator, antitrust, accrues, future damage, conspirators, infringement, four-year, settlement, pleadings, rights"
Case 30    ,"stamps, unfair, practices, consumers, anti trust law, exchanges, redemption, deceptive, unfair methods of
            competition, unfair practice, merchants, trading stamp, competitors, commerce, Federal Trade Commission Act,
            proscribe, redeemed, retail, restrain, violates"
Case 31    ,"territory, chains, products, Sherman Act, per se rule, horizontal, brands, licensed, label, per se violation, practices,
            trademarked, marketing, rule of reason, manufacturers, cooperative, restraint of trade, territorial limits, restrictions,
            compete, cases, anti trust law, combinations, supermarket, grocery, courts, prices, allocated, consumer, regional"
Case 32    ,"baseball, anti trust law, antitrust, players, exemption, cases, League, commerce, boxing, sport, overrule, Flood,
            decisions, team, major league, exhibitions, professional baseball, interstate commerce, stare decisis, re-
            examination, season, professional sports, Sherman Act, bargaining, football, inaction, Appeals, ball, major league
            baseball, no intention"
Case 33    ,"Expediting, court of appeals, cases, antitrust case, interlocutory order, interlocutory appeal, final judgment, district
            court, appeals, injunction, antitrust, appellate jurisdiction, controlling question, decree, direct appeal, civil action,
            interlocutory, questions, legislative history, direct review, termination, provisions, orders, screening, revision"
Case 34    ,"patent, griseofulvin, bulk, district court, licensees, antitrust, bulk-form, licensing, sales, manufacture, invalid,
            antitrust violation, dosage-form, dosage, restrictions, bulk-sales, cancellation, sublicense, patentee, cases,
            violations, microsize, public interest, invention, mandatory, wholesale, leverage, courts, deceit"
Case 35    ,"acquisition, de novo, entrant, merger, beer, competitor, brewers, district court, anticompetitive, breweries, largest,
            cases, concentration, acquiring, regional, objective evidence, sales, eliminated, effects, exerted, seller, firms,
            probabilities, capability, geographic, antitrust, trier of fact, no intention, procompetitive, credible"
Case 36    ,"conglomerate, acquisition, anti trust law, injunction, cement"
Case 37    ,"commerce, asphaltic, concrete, interstate commerce, Clayton Act, Sherman Act, interstate, sales, Oil, liquid,
            interstate highway, anti trust law, effects, Robinson-Patman Act, provisions, markets, engaged in commerce,
            practices, acquisitions, monopoly, purposes, instrumentalities, employees, prices, cases, legislative history, Fair
            Labor Standards Act, regulation, highways, lessen"
Case 38    ,"subcontracting, secondary, antitrust, anti trust law, subcontractors, contractor, proviso, nonunion, exemption,
            picketing, organizing, general contractor, employees, sanctions, remedies, mechanical, provisions, construction
            industry, labor policy, firms, federal labor, boycotts, jobsite, labor union, hot cargo, organizational, campaign,
            damages, parties, wages"
Case 39    ,"banks, correspondent, Sherman Act, mergers, Deposits, de facto, Top, acquisition, bank holding company, district
            court, shares, demand deposit, branching, antitrust, stock, acquire, largest, de jure, transactions, grandfather,
            suburban, Loans, immunity, programs, total loan, Clayton Act, affiliation, proposed acquisition, total deposit,
            markets"
Case 40    ,"Sherman Act, regulation, exemption, anti trust law, state law, tariff, immunity, monopoly, electricity, antitrust, state
            action, light bulb, anticompetitive, commerce, light-bulb, customers, state regulation, bulbs, private conduct, state
            statute, pre-empted, private action, state official, resale price, state-action, compliance, sovereign, cases, interstate
            commerce, legislative history"
Case 41    ,"financing, economic power, houses, tying product, customers, sales, tying arrangement, credit market,
            prefabricated, competitors, seller, tied product, terms, lenders, lending, loans"
Case 42    ,"retailers, restrictions, franchised, vertical, manufacturer, distributors, per se rule, bicycles, products, intrabrand,
            dealers, territories, Sherman Act, rule of reason, interbrand, sales, wholesale, television, customer, antitrust,
            transactions, prices, cases, nonsale, selling, discount, outlets, market share, nonfranchised, overruling"
Case 43    ,"injunction, federal court, state-court, proceedings, state court, Clayton Act, anti-injunction, authorize, enjoin, express
            authorization, antitrust, intended scope, Anti-Injunction Act, plurality, Appeals, anti trust law, antitrust violation,
            legislative history, federal policy, courts, violation of antitrust laws, injunctive relief, Sherman Act, covenant, rights,
            Manufacturing, principles, patent, restraint of trade, compete"
Case 44    ,"foreign nation, treble damages, anti trust law, treble-damages, foreign sovereign, Sherman Act, consumers, entitled
            to sue, sovereign, domestic, remedies, courts, legislative history, antitrust violation, Clayton Act, antitrust, practices,
            purchaser, commerce, Cooper, foreign corporation, anticompetitive, violators, purposes, district court, inclusion,
            immunity, damages, debates, deprive"
Case 45    ,"municipalities, anti trust law, Sherman Act, anticompetitive, antitrust, plurality, immunity, exemption, sovereign,
            regulation, monopoly, government action, electric, political subdivision, state legislature, petitioners', state policy,
            proprietary, customers, limits, purposes, state action, enterprise, displace, cases, government body, district court,
            counterclaim, competitors, policies"
Case 46    ,"ethical, Sherman Act, profession, competitive bidding, district court, engineers, antitrust, customer, engineering
            services, prices, bids, restraint of trade, injunction, ban, price information, anticompetitive, deceptively, inferior"
Case 47    ,"boycott, Sherman Act, intimidation, insurance company, coercion, practices, regulation, terms, policyholders,
            coverage, insurers, insurance business, conspiracy, concerted refusal, anti trust law, Underwriters, combinations,
            state regulation, insurance industry, state law, antitrust, competitors, target, medical malpractice insurance,
            legislative history, McCarran-Ferguson Act, customers, coerce, rates, respondents'"
Case 48    ,"Sherman Act, seller, prices, deliberations, conspiracy, Robinson-Patman Act, foreman, verification, competitors,
            jurors, price information, instructions, exchanges, antitrust, buyer, circumstances, stabilize, good faith, indictment,
            withdrawal, cases, undertaken, gypsum board, interseller, effects, criminal law, price-fixing, customer, price
            discrimination, anti trust law"
Case 49    ,"buyer, seller, bid, meeting-competition, price discrimination, competitor's, Robinson-Patman Act, dairy, defenses,
            induce, meeting competition, milk, lower price, good faith, derivative, disclosure, Automatic, affirmative defense,
            Administrative Law, Federal Trade Commission Act, discriminations, circumstances, differentials, knowingly, label,
            beat"
Case 50    ,"insurance business, Pharmacy, insurer, exemption, policyholders, McCarran-Ferguson Act, regulation, insurance
            company, underwriting, anti trust law, provider, plans, service-benefit, contracts, reliability, premiums, insurance
            industry, rates, benefits, costs, legislative history, participating, obligations, spreading, cooperative, drugs,
            insurance commissioner, transactions, agrees, risks"
Case 51    ,"license, blanket, music, compositions, rights, Sherman Act, users, composers, price fixing, antitrust, negotiate,
            copyright owner, network, television, cases, decree, practices, television network, anti trust law, per se rule, per se
            violation, competitors, costs, restraint of trade, consent decree, monopoly, holders, musical composition,
            broadcasters, publishers"
Case 52    ,"consumers, retail, Clayton Act, district court, enterprise, damages, commercial interest, legislative history, antitrust
            violation, antitrust, terms, court of appeals, federal court, class action, anticompetitive, treble-damages, settlements,
            purchaser"
Case 53    ,"damages, sales, competitors, antitrust, profits, price discrimination, cases, retail, Robinson-Patman Act, programs,
            substantial evidence, Clayton Act, wrongdoer, dealer, prices, bonus, infer"
Case 54    ,"regulations, franchising, exemption, theatrical, producers, actresses, antitrust, nonlabor, labor dispute, wages,
            Sherman Act, negotiated, licensed, immune, employment condition, franchise fee, Clayton Act, restrictions,
            commissions, terms, anti trust law, union member, Norris-LaGuardia Act, self-interest, injunctions, combines,
            exaction"
Case 55    ,"courts, right to contribution, damages, anti trust law, federal common law, common-law, antitrust, Sherman Act,
            violations, federal court, co-conspirators, conspiracy, wrongdoers, amici, common law, treble-damages, formulate,
            parties, legislative history, Clayton Act, tortfeasors, concrete, cases"
Case 56    ,"planning, anti trust law, antitrust, repeal, participating, health-care, health planning, health services, immunity,
            facilities, Resources, providers, statutory scheme, health system"
Case 57    ,"apparent authority, anti trust law, Boiler, antitrust, subcommittee, fuel, cutoff, codes, antitrust violation, treble
            damages, nonprofit, Sherman Act, low-water, non profit organization, commercial enterprise, organizations, agency
            law, standard-setting, anticompetitive, reputation, purposes, antitrust liability, treble-damages, associations,
            effective, ratified, intent of congress, time delay, tax-exempt, customer"
Case 58    ,"insurers, price-fixing, per se rule, prices, consumers, price fixing, Sherman Act, respondents', condemned, patients,
            fee schedule, maximum price, procompetitive, literal, maximum-fee, coverage, insurance plan, antitrust, schedules,
            maximum, medical services, medical care, license, summary judgment, rule of reason, competitors, composed,
            blanket, charges, parties"
Case 59    ,"psychologists, reimburse, subscribers, anti trust law, psychiatrists, conspiracy, antitrust, conspirators, damages,
            anticompetitive, psychotherapy, coverage, clinical psychologist, petitioners', Clayton Act, distributors, competitors,
            retailers, boycott, concerted refusal, purchasers, violations, antitrust violation, consumer, alleges, billed, remote,
            economic loss, third party, effecting"
Case 60    ,"insured, insurance business, policyholders, Pharmacy, practices, exempt, peer review committee, insurance
            company, peer review, McCarran-Ferguson Act, insurance industry, parties, Sherman Act, chiropractors,
            petitioners', charges, anti trust law, chiropractic, underwriting, regulation, legislative history, claims adjustment,
            reliability, transferred, spreading, prescription drug, reimbursed, antitrust, insurance policy, omitted footnote"
Case 61    ,"damages, antitrust violation, anti trust law, firms, alleges, contractors, coercion, indirect, defendants', common-law,
            purchaser, nonunion, wages, restraint of trade, subcontractors, overcharges, injuries, cases, union dues, Clayton
            Act, Sherman Act, collective-bargaining, Appeals, parties, bargaining, conspiracy, antitrust, employees, violation of
            antitrust laws, amended complaint"
Case 62    ,"consent decree, decree, suits, practices, promoting, bind"
Case 63    ,"patients, market power, seller, anesthesiologists, tying arrangement, anesthesiological, tying product, tied product,
            products, flour, buyers, consumers, package, sugar, anesthesia, anticompetitive, tie, tie-in, hospital service,
            Sherman Act, restrain, forcing, condemnation, purchaser, markets, cases, exclusive-dealing, exclusive contract,
            rule of reason, merits"
Case 64    ,"Sherman Act, sovereign, grading, anticompetitive, immunity, bar examination, recommend, articulated, lawyers,
            state-action, anti trust law, formula, state action, state bar, competence, regulation, antitrust, state supreme court,
            antitrust immunity, practice of law, licensing, state policy, conspiracy, restraint of trade, artificially, challenges,
            restrain, exempt, guild, delegated"
Case 65    ,"conspiracy, Sherman Act, wholly owned subsidiary, subsidiary, integration, affiliation, conspiring, intra-enterprise,
            Cab, affiliated corporation, anticompetitive, concerted, enterprise, unilateral, cases, acquisition, antitrust, effected,
            entities, tubing, combinations, coordinated, compete, common ownership, competitor, restrain, unreasonable
            restraint, antitrust liability, restraint of trade, parent corporation"
Case 66    ,"television, games, athletics, football, college football, broadcasters, networks, output, rights, institutions, telecasts,
            intercollegiate, schools, amateurism, Sherman Act, sports, teams, regulations, attendance, programs,
            anticompetitive, compete, enhance, appearances, competitors, attractive, antitrust, procompetitive, audience,
            consumer"
Case 67    ,"federal court, state court, preclusive effect, claim preclusion, antitrust claim, court of appeals, preclusion, district
            court, state law, discovery order, exclusive jurisdiction, judgments, courts, cause of action, petitioners', competency,
            principles, plurality opinion, antitrust suit, contempt order, res judicata, Sherman Act, proceedings, membership,
            litigate, lawsuit, judgment of contempt, denial of a motion, criminal contempt, federal statute"
Case 68    ,"municipality, sewage, state policy, state action, supervision, exemption, anticompetitive, articulated, anticompetitive
            conduct, anti trust law, regulation, private party, displace, effects, home rule, authorization, Sherman Act, cases"
Case 69    ,"immunity, ratemaking, Sherman Act, compulsion, bureaus, regulated, rates, anti trust law, private party, price fixing,
            anticompetitive, articulated, exemption, anticompetitive conduct, regulatory program, common carrier, motor carrier,
            state-action, intrastate, carriers, state action, antitrust, sovereign, policies, state policy, Commissions,
            transportation, supervise, state agency, proposals"
Case 70    ,"cooperative, expulsion, anticompetitive, retailers, wholesale, Sherman Act, concerted refusal, antitrust, self-
            regulation, effects, per se rule, rule-of-reason, predominantly, nonmember, procedural protections, procedural
            safeguards, per se violation, group boycott, Securities Exchange Act, expel, stock, Robinson-Patman Act,
            purchasing, immunity, supplies, markets"
Case 71    ,"Ski, ticket, mountains, all-Aspen, skiers, season, monopoly power, usage, coupons, competitor, monopolization, lift,
            exclusionary, consumers, anticompetitive, monopolist, cooperate, marketing, rivals, Sherman Act, interchangeable,
            advertising, customers, monitored, reasons, pattern of conduct, relevant market, instructions, facilities, multiarea"
Case 72    ,"market power, operating system, processing, customers, forcing, buyers, tying arrangement, anti trust law, jury
            verdict, tied product, reinstated, consumers, locked, tie-in, buy"
Case 73    ,"racketeering, predicate act, organized crime, legislative history, enterprise, antitrust, provisions, mail, courts, wire
            fraud, civil remedy, racketeering activity, infiltration, cases, treble-damages, pattern of racketeering activity, treble
            damages, remedies, Hearings, anti trust law, civil action, competitors, damages, legitimate business, statutory
            language, businessmen, federal law, customers, target, suits"
Case 74    ,"arbitration, antitrust, Convention, disputes, parties, antitrust claim, arbitration clause, courts, agreement to arbitrate,
            anti trust law, Sherman Act, tribunal, rights, dealers, contractual, court of appeals, encompass, awards, district
            court, federal policy, manufactured, distributor, public interest, statutory claim, damages, cases, statutory right,
            subject matter, contracts, commerce"
Case 75    ,"Ordinance, rent, landlords, Sherman Act, prices, anti trust law, rent control, municipal, antitrust, exemption,
            anticompetitive, Stabilization, wine, unilaterally, rental, articulated, pre-emption, conspiracy, pre-empted, retailers,
            concerted action, levels, charter amendment, rent ceiling, residential, price competition, state statute, state policy,
            initiative, measures"
Case 76    ,"prices, conspiracy, predatory, petitioners', losses, conspirators, summary judgment, profits, respondents', antitrust,
            motive, factfinder, monopoly, alleged conspiracy, district court, competitors, direct evidence, genuine issue,
            Sherman Act, anti trust law, company rule, predator, market price, below-cost, television, products, schemes,
            cases, drive, summary judgment motion"
Case 77    ,"x ray, dentists, insurers, patients, dental, requests, withhold, insurance company, cooperation, customers, benefits,
            claim form, Sherman Act, determinations, consumers, costly, unfair, conjunction, antitrust, practices, compete,
            restraint of trade, dental services, conspiracy, costs, dental treatment, refuse to submit, anticompetitive, diagnostic,
            boycotts"
Case 78    ,"summary judgment, summary judgment motion, actual malice, conspiracy, genuine issue, directed verdict, present
            evidence, trial court, trial judge, convincing, genuine, cases, clear and convincing evidence, weight of the evidence,
            evidentiary standard, return a verdict, material fact, articles, factual dispute, matter of law, one-sided, court of
            appeals, reasonably find, fact finder, preponderance of evidence, supported motion, district court, criminal case,
            credibility, asserting"
Case 79    ,"merger, antitrust, pricing, predatory, anti trust law, competitors, Clayton Act, acquisition, injunctive relief, beef,
            damages, district court, packer, loss of profits, concentration, squeeze, plants, threatened loss, losses, violation of
            antitrust laws, market share, probability, injunction, price-cost, compete, markets, profits, cattle, harmed, actual
            injury"
Case 80    ,"liquor, retailers, wholesalers, bottle, posted, prices, regulation, resale price, Sherman Act, powers, intoxicating
            liquor, retail price, ABC Law, commerce, conferred, liquor store, manufacturer, markup, anti trust law, importation,
            schedules, percent, repeal, enact, propose an amendment, pricing system, fair trade, price-fixing, consumption,
            supervised"
Case 81    ,"dealer, manufacturer, vertical, terminate, retailers, nonprice, prices, restraint of trade, price cutting, price
            competition, illegality, Sherman Act, antitrust, horizontal, cases, Electronics, common law, ancillary, naked, cartel,
            retail price, price level, anticompetitive, per se rule, ultimatum, exclusive territory, resale price, intrabrand, products,
            franchise agreement"
Case 82    ,"immunity, conduit, standard-setting, electrical, government action, antitrust liability, products, steel, anti trust law,
            anticompetitive, polyvinyl chloride, antitrust, state and local government, publicity campaign, organizations, codes,
            marketplace, private association, decisionmaking, associations, benefits, Sherman Act, railroads, boycott, genuine,
            private organization, legislative action, political activity, restraint of trade, economic interest"
Case 83    ,"patents, patent law, district court, petitioners', patent-law, cases, court of appeals, cause of action, well-pleaded,
            antitrust, courts, law of the case, invalid, trade secret, monopolization, decisions, appellate jurisdiction, jurisdictional
            issue, federal patent law, federal law, infringement, accessories, manufacture, proprietary, adherence, customers,
            litigated, lawsuit, lack jurisdiction, summary judgment"
Case 84    ,"purchasers, indirect, state law, federal law, anti trust law, pre-empted, antitrust, Sherman Act, damages, cases,
            purpose of congress, settlement fund, federal court, Clayton Act, settlement, purposes, distributing, pre-emption,
            overcharge, concrete"
Case 85    ,"fine, amercements, punitive damages, excessive fines, award of punitive damages, damages, cases, limits, courts,
            monetary penalty, district court, award damages, monetary sanctions, civil case, inflicted, private party, common
            law, proceedings, Dictionary, forfeiture, pecuniary, wrongdoer, purposes, sentence, juries, cruel and unusual
            punishment, criminal law, proportionality, court of appeals, suggests"
Case 86    ,"merger, Divestiture, district court, Clayton Act, irreparable, enjoined, injunctive relief, anti trust law, writ petition,
            lessen"
Case 87    ,"boycott, lawyers, per se rule, respondents', market power, anti trust law, antitrust, rates, Sherman Act, per hour,
            cases, appointments, condemnation, price-fixing, communicate, governmental interest, indigent defendant, criminal
            justice, competitors, concerted, campaign, prices, anticompetitive, regulation, immunized, regulars, effects, rights,
            restraint of trade, rule of reason"
Case 88    ,"state court, concurrent jurisdiction, federal court, incompatibility, legislative history, federal interest, state-court,
            cases, Clayton Act, criminal statute, unmistakable, cause of action, state law, interpretations, offenses, exclusive
            federal jurisdiction, exclusive jurisdiction, federal criminal law, concurrent, borrow, dictum, district court, courts,
            suits, racketeering activity, adjudicate, savings"
Case 89    ,"divestiture, dissolution, merger, injunctive relief, Clayton Act, injunction, district court, violations, antitrust, equitable,
            Sherman Act, authorize, encompass, stock, threatened loss, anti trust law, decrees, legislative history, mandatory,
            remedies, cases, preliminary injunction, subcommittee, acquisition, conditions, principles, provisions, settlement,
            divest, merged"
Case 90    ,"antitrust, prices, competitor, vertical, dealers, conspiracy, predatory, anti trust law, Sherman Act, price-fixing,
            consumers, retail, gasoline, price competition, maximum price, Clayton Act, maximum-price-fixing, anticompetitive,
            nonpredatory, distributor, stations, effects, losses, price fixing, sales, per se rule, practices, damages, per se
            violation, conspirators"
Case 91    ,"discount, retail, customers, prices, stations, distributor, wholesalers, price discrimination, supplier, damages,
            purchasers, gasoline, differential, marketing, respondents', functions, seller, sales, commerce, buyer, antitrust,
            compete, supplied, lower price, reimbursement, Robinson-Patman Act, integrated, rigorous, savings, injure"
Case 92    ,"overcharge, purchasers, indirect, customers, consumers, antitrust, regulators, Shoe, cases, costs, rates, anti trust
            law, parens patriae, damages, district court, apportionment, natural gas, passthrough, pass-on, prices, suits, public
            utility, cost-plus, suppliers, complicate, provable, multiple recoveries, Clayton Act, inflated, pipeline"
Case 93    ,"carriers, merger, exemption, collective-bargaining, conditions, consolidation, anti trust law, approving, employees,
            railroad, obligations, rights, carry out, arbitration, Railway, immunity provision, private contract, provisions, override,
            Transportation, parties, terms, collective bargaining agreement, public interest, labor-protective, liquidation, cases,
            impose obligation, municipal law, federal law"
Case 94    ,"Sherman Act, municipal, billboard, conspiracy, regulation, anticompetitive, economic regulation, exemption,
            ordinance, antitrust, anti trust law, immunity, private party, sham, government action, zoning, public official,
            lobbying, restraint of trade, public interest, state-action, invalidating, corruption, purposes, urges, city official,
            authorization, Advertising, city council, articulated"
Case 95    ,"interstate commerce, conspiracy, Sherman Act, surgeon, eye surgery, commerce, boycott, peer review process,
            ophthalmological, out-of-state, price-fixing, antitrust, conspired, alleges, prices, nexus, alleged conspiracy, medical
            staff, present case, defendants', proceedings, termination, privileges, infected, patients, restrain, cases"
Case 96    ,"prices, market power, consumers, customers, aftermarket, manufacturer, markets, summary judgment, machines,
            costs, interbrand, sales, anti trust law, purchasers, micrographic, products, seller, per se rule, tying arrangement,
            antitrust, monopoly, respondents', competitors, brand, leverage, repair, tie, single-brand, derivative, court of
            appeals"
Case 97    ,"supervision, immunity, regulation, rates, rating bureau, state-action, antitrust, prices, title insurance, articulated,
            antitrust liability, anti trust law, state official, private party, anticompetitive, state policy, filings, anticompetitive
            conduct, price fixing, insured, rate increase, title search, respondents', insurance company, regulatory scheme,
            percent, Sherman Act, price-fixing, flexibility, undertaken"
Case 98    ,"monopolize, sorbothane, relevant market, probability, Sherman Act, attempt to monopolize, distributor, products,
            specific intent, equestrian, athletic, unfair, predatory conduct, violations, decisions, courts, cases"
Case 99    ,"sham, lawsuit, probable cause, antitrust, competitor, immunity, baseless, sham exception, anticompetitive, genuine,
            merits, cases, summary judgment, infringement, motivation, objectively reasonable, government action, videodiscs,
            courts, copyright infringement, realistically, motion picture, Sherman Act, proceedings, repetitive, subjective intent,
            judicial process, anti trust law, collateral, discovery"
Case 100   ,"prices, cigarettes, generic, segment, branded, black and white, list price, predatory, consumer, supracompetitive,
            coordination, recoupment, rebates, losses, wholesalers, predation, oligopoly, oligopolistic, Robinson-Patman Act,
            profits, volume, anti trust law, discounts, tacit, firms, price discrimination, below-cost, competitor, output, injure"
